1;0,908729116405385
2;0,912840073308905
3;0,915167761510433
4;0,912366379423637
11;0,922200438070495
21;0,932185531985207
22;0,931229028590716
23;0,928017506282365
24;0,927263524385542
25;0,929308089921165
26;0,929821983052396
31;0,925566634949076
41;0,92943241144546
42;0,924979514345084
43;0,931841973048984
52;0,924487387749346
53;0,925091432592069
54;0,926978833739091
72;0,924436403806667
73;0,927106970610922
74;0,929779574980172
82;0,924001533153633
83;0,928960018991945
91;0,921606545640782
93;0,919953388635147
94;0,918621760383347
